Bedrooms,Bathrooms,SquareFootageHouse,Location,Age,PoolQuality,HasPhotovoltaics,HeatingType,HasFiberglass,IsFurnished,DateSinceForSale,HouseColor,PreviousOwnerName,HasFireplace,KitchensQuality,BathroomsQuality,BedroomsQuality,LivingRoomsQuality,SquareFootageGarden,PreviousOwnerRating,HeatingCosts,WindowModelNames,Price
1.0,1.0,120.0,Suburban,37.0,None,False,Oil,False,True,2023-10-13,Green,,False,Good,Good,Good,Good,6.0,1.89,193.6,HVK Aluminum JVU2ES,133.7091
2.0,,77.0,Urban,,Good,False,Oil Heating,False,True,2022-07-11,White,Sabrina,False,Good,Good,Poor,Good,18.0,2.83,,6TD Aluminum 26H Window,3419.3725999999997
,,91.0,,,Good,False,Electricity,False,True,2021-01-24,Gray,Florian,False,Good,Excellent,Good,Good,18.0,2.11,,O8ZV2 Steel 2CG9V,150.42451
2.0,,149.0,Rural,44.0,,False,Gas,False,True,2021-11-01,White,Daniel,False,Good,Poor,Good,Poor,6.0,1.74,,Aluminum T6UL,277.54114
1.0,1.0,50.0,Urban,18.0,Good,False,Oil Heating,False,False,2020-03-02,White,Theresa,False,Good,Good,Excellent,Poor,18.0,2.68,81.6,Aluminum LC6 Window,119.2975
1.0,1.0,43.0,Suburbann,37.0,None,False,Electricity,False,True,2024-03-29,Green,Florian,False,Poor,Good,Good,Good,6.0,2.32,,PYE4DIW Aluminum EL3J,43.35417
,2.0,116.0,,44.0,None,False,Gas,False,True,2022-08-15,White,Sandra,False,Good,Excellent,Good,Excellent,6.0,1.56,116.0,Wood 6QJG Window,236.12089
1.0,,27.0,Suburban,59.0,Poor,,Oil,True,True,2023-06-11,Green,Daniel,False,Good,Good,Good,Excellent,13.0,2.39,43.2,MM1EW Aluminum PWRQPT,64.47723
1.0,,19.0,,15.0,None,True,Gas,True,False,2022-03-07,Green,Martin,False,Poor,Excellent,Good,Excellent,6.0,2.41,20.0,1N2 Wood XIQ1Q Window,110.53618
,1.0,80.0,Suburbann,,None,False,Electric,False,True,2023-05-24,Green,Martin,False,Poor,Excellent,Poor,Good,6.0,3.31,,6F4 Wood TLVX,83.87694
1.0,,79.0,Rural,,Good,False,Oil,False,False,2023-12-24,Green,Johanna,False,Poor,Poor,Excellent,Excellent,18.0,3.22,,Wood KF80FY Window,275.23401
1.0,1.0,22.0,Rural,34.0,None,False,Oil Heating,True,True,2024-03-16,Green,Laura,False,Poor,Excellent,Good,Good,6.0,3.44,35.2,COW Wood 5MMLAA6,193.1176
1.0,2.0,132.0,,10.0,None,False,Oil,True,True,2021-02-09,Green,Sandra,False,Good,Excellent,Excellent,Good,6.0,2.76,211.2,G7R Steel UTM99OZ,502.1608
2.0,,96.0,,45.0,Poor,False,Electric,False,True,2021-12-05,Gray,Roman,False,Good,Poor,Poor,Excellent,13.0,1.95,,Steel JH54G4 Window,244.24278
3.0,3.0,128.0,Rural,58.0,Poor,False,Oil Heating,True,True,2024-01-26,White,Martin,False,Excellent,Excellent,Excellent,Poor,13.0,2.83,,77N Aluminum DUA Window,410.6043
,1.0,49.0,Suburban,,None,True,Electric,False,False,2022-08-10,Green,,False,Good,Good,Excellent,Excellent,6.0,1.52,28.8,601CVT Steel OZTQ Window,92.01383
,2.0,67.0,Urban,62.0,None,False,Oil Heating,False,True,2023-01-14,White,Daniel,False,Good,Poor,Good,Good,6.0,1.92,107.2,J4LE Wood RBV7,181.15595
1.0,,61.0,Urban,45.0,None,True,Electric,True,True,2023-12-31,Gray,Martin,False,Good,Poor,Good,Excellent,6.0,2.91,35.4,1CSB1Z Steel KSN Window,210.03776
1.0,3.0,101.0,,9.0,None,False,Gas,False,True,2022-12-12,Yellow,Theresa,False,Excellent,Excellent,Good,Poor,6.0,1.47,,TR3KS Wood 769S3,229.97021
3.0,2.0,105.0,Suburbann,59.0,Good,False,Gas,True,False,2020-12-14,Yellow,Daniel,False,Excellent,Good,Good,Excellent,18.0,1.29,107.0,Y3SA Steel NM5 Window,157.34892
,1.0,33.0,Suburban,65.0,None,False,Gas,True,True,2022-04-13,Yellow,Stefan,False,Poor,Good,Excellent,Good,6.0,1.87,34.0,Wood C26XXU,77.34537
1.0,,36.0,,40.0,Good,False,Gas,False,True,2020-12-15,White,Florian,False,Good,Good,Good,Excellent,18.0,3.37,,Wood 4O3CGX2,96.57702
2.0,,79.0,Urban,56.0,Poor,False,Gas,False,False,2023-11-14,Yellow,Daniel,False,Good,Poor,Excellent,Good,13.0,3.36,,Steel LGW31 Window,4311.0886
2.0,,90.0,Rural,53.0,None,False,Oil Heating,False,False,2022-09-19,Green,,False,Excellent,Poor,Excellent,Good,6.0,3.33,,VQ8E Steel 2L4GP Window,334.88286
1.0,,55.0,Rural,44.0,Good,False,Oil Heating,False,True,2020-10-23,Gray,Roman,False,Good,Good,Good,Good,18.0,2.88,88.0,IW8 Wood VYTYNK,271.09459
3.0,2.0,132.0,Rural,24.0,None,True,Oil Heating,False,True,2022-06-15,Green,Stefan,False,Good,Good,Good,Poor,6.0,2.57,211.2,Steel REY7K3,486.33016
1.0,2.0,113.0,,54.0,,False,Gas,False,True,2022-05-11,Green,Theresa,False,Poor,Good,Excellent,Good,13.0,2.47,113.0,Aluminum 0Y2Y,255.47721
,1.0,94.0,Rural,21.0,None,False,Electricity,False,True,2020-05-19,Gray,,False,Excellent,Good,Excellent,Excellent,6.0,1.32,,AG69EH1 Aluminum XMYLQ72 Window,195.99372
,1.0,64.0,Suburban,,None,True,Electricity,False,False,2022-03-09,White,,False,Poor,Poor,Excellent,Good,6.0,3.4,,FC9 Steel T4S,90.11415
5.0,2.0,134.0,,31.0,None,True,Gas,False,True,2021-10-13,Green,Theresa,False,Good,Good,Poor,Good,6.0,2.91,132.0,UJZDAF Steel EMR,182.68427
,2.0,151.0,Urban,58.0,None,False,Electricity,True,True,2020-10-14,Gray,Florian,False,Poor,Poor,Good,Poor,6.0,1.05,89.4,MDN Aluminum QTW9JOA,171.50128
,1.0,35.0,Rural,34.0,Good,False,Gas,False,True,2023-11-22,Gray,,False,Poor,Good,Good,Good,18.0,2.41,36.0,1AY0S Steel BM8PB,304.06999
,,126.0,Suburbann,55.0,Good,False,Gas,False,True,2023-06-14,Yellow,Daniel,False,Good,Poor,Good,Poor,18.0,1.55,,Aluminum MYEK Window,132.80321
,,141.0,Suburbann,45.0,None,True,Electricity,False,True,2021-03-06,White,Sandra,False,Excellent,Good,Good,Good,6.0,2.16,84.6,PJ29QMZ Wood PJ02,141.42154
,1.0,54.0,Rural,59.0,None,False,Gas,False,True,2021-05-22,White,Natalie,False,Good,Excellent,Good,Excellent,6.0,2.16,,1WHXA5E Wood JDUB4L Window,211.85183
1.0,1.0,40.0,Urban,33.0,Excellent,True,Oil Heating,True,True,2020-01-04,White,Andreas,False,Good,Good,Good,Excellent,30.0,2.8,,GVI8C Wood KN9G Window,216.60641
2.0,,90.0,,17.0,None,False,Gas,False,False,2021-02-07,White,Lukas,False,Poor,Good,Good,Excellent,6.0,1.51,,Steel 15RC Window,289.11953
2.0,1.0,97.0,Rural,44.0,Good,False,Oil,True,False,2020-09-08,Green,Florian,False,Excellent,Excellent,Good,Good,18.0,1.82,155.2,Aluminum 54GJUET Window,268.55608
2.0,1.0,86.0,Suburban,43.0,,False,Electric,False,True,2022-08-25,White,Roman,False,Good,Excellent,Poor,Excellent,6.0,2.22,51.6,Steel H6VLJD Window,136.7994
,1.0,59.0,,20.0,,False,Gas,False,True,2021-08-29,Yellow,Theresa,False,Excellent,Good,Excellent,Good,18.0,3.42,,Wood A1MA88E Window,201.02982
,1.0,52.0,,34.0,None,False,Electricity,True,True,2021-09-27,Gray,Natalie,False,Good,Good,Excellent,Excellent,6.0,2.47,,F5725W Steel A4JX46Q Window,205.64311
,,33.0,,16.0,None,True,Electric,False,True,2022-12-31,Yellow,Stefan,False,Good,Good,Good,Poor,6.0,2.2,18.6,UG6 Wood E2F000K,117.68647
2.0,1.0,81.0,Urban,52.0,Good,False,Gas,False,True,2022-02-17,White,Stefan,False,Poor,Good,Good,Good,18.0,1.3,83.0,CIK6H Aluminum 8IBGJ Window,158.83264
,1.0,41.0,Rural,39.0,None,False,Oil,False,True,2020-10-14,Green,Stefan,False,Good,Good,Excellent,Good,6.0,2.61,,Aluminum GS6XSN,135.85786
2.0,1.0,64.0,,50.0,Good,,Electricity,True,True,2023-12-05,Gray,Roman,False,Good,Good,Good,Good,18.0,1.21,,0MXOI Aluminum USIOP8 Window,145.54181
1.0,,21.0,Rural,,Good,False,Oil,False,True,2021-06-08,Yellow,,False,Excellent,Excellent,Excellent,Poor,18.0,2.94,33.6,Wood AVHCJUB,199.70758
3.0,2.0,102.0,Urban,52.0,Good,False,Electricity,False,False,2021-08-12,Green,Johanna,False,Good,Good,Poor,Good,18.0,2.66,,SE5S Steel TOTQZH Window,221.0692
,,141.0,Suburbann,56.0,None,False,Electric,False,True,2023-09-03,Yellow,,False,Excellent,Poor,Poor,Excellent,6.0,4.38,85.2,Steel JOR Window,168.7687
,1.0,26.0,Rural,61.0,Excellent,True,Oil Heating,True,True,2021-12-29,Yellow,Stefan,False,Excellent,Excellent,Poor,Excellent,30.0,4.18,41.6,8XM6 Aluminum Q5B Window,217.21752
,1.0,29.0,Rural,46.0,None,False,Oil,True,True,2022-10-25,White,Theresa,False,Poor,Poor,Excellent,Poor,6.0,1.78,,E6C Wood 6MYE392,182.74675
1.0,2.0,77.0,Urban,38.0,None,False,Oil,False,True,2020-06-16,White,,False,Poor,Excellent,Excellent,Good,6.0,1.85,,Aluminum Z1V58,152.93222
4.0,5.0,136.0,Suburbann,65.0,Good,True,Oil Heating,False,False,2022-07-15,Green,,False,Good,Good,Poor,Poor,18.0,3.27,,OER2 Aluminum AGYAD,143.72133
4.0,3.0,130.0,Rural,70.0,None,False,Oil,False,False,2023-10-19,Yellow,Martin,False,Good,Poor,Good,Good,6.0,3.95,208.0,8QHVBA Steel UQXYKR Window,411.05078
1.0,,27.0,Urban,-1.0,None,,Oil Heating,True,True,2021-03-26,White,Lukas,False,Excellent,Good,Good,Good,6.0,3.52,43.2,Steel R6S1D Window,200.78245
2.0,2.0,83.0,Suburban,46.0,,False,Electricity,True,True,2023-07-17,Green,,False,Good,Good,Good,Poor,6.0,2.58,,PGZV50 Wood XCC5 Window,108.39461
,3.0,126.0,,42.0,None,False,Oil,True,True,2022-01-10,White,,False,Excellent,Poor,Good,Excellent,6.0,1.82,,8WKJ08 Aluminum L9N Window,150.37814
1.0,1.0,109.0,Suburban,36.0,None,False,Oil,False,True,2021-06-24,Gray,Sabrina,False,Good,Excellent,Excellent,Poor,6.0,1.63,,H7C Steel AO359PU,179.10788
2.0,,64.0,Suburbann,,Good,False,Oil,False,True,2022-11-06,Yellow,Maria,False,Poor,Good,Good,Poor,18.0,4.85,,AHNFV3 Wood CBS Window,123.85248
3.0,,139.0,Urban,38.0,Good,False,Electricity,True,True,2021-11-29,White,Sandra,False,Excellent,Good,Excellent,Good,18.0,3.64,,Steel ZDF,347.64431
,,51.0,Urban,66.0,,False,Oil,False,True,2021-10-31,Green,,False,Excellent,Excellent,Good,Good,6.0,2.98,81.6,Aluminum VHSR0UO,113.02546
,2.0,61.0,Rural,38.0,Excellent,False,Gas,True,True,2024-03-29,Gray,Lukas,False,Good,Good,Good,Good,30.0,2.54,,Aluminum 6ONGVC Window,274.82811
3.0,1.0,125.0,Urban,40.0,None,False,Gas,False,True,2020-05-04,Green,Daniel,False,Excellent,Good,Excellent,Good,6.0,2.05,,Steel ZL4OJ Window,287.57095
1.0,3.0,108.0,,64.0,None,,Oil Heating,False,True,2020-12-02,White,,False,Excellent,Excellent,Good,Poor,6.0,2.38,172.8,Wood TPZ27,246.24659
2.0,2.0,100.0,,36.0,Good,False,Oil,False,False,2023-02-20,Gray,Stefan,False,Excellent,Good,Poor,Good,18.0,1.53,-421.0,ASRR Steel 4NR0N3 Window,391.29628
1.0,2.0,77.0,Suburban,45.0,None,False,Electricity,True,False,2023-05-19,White,Sabrina,False,Excellent,Excellent,Excellent,Excellent,6.0,2.71,46.2,0V09 Steel 4SEFJB,125.95653
2.0,1.0,97.0,Urban,27.0,None,True,Gas,False,False,2023-01-18,Green,,False,Excellent,Good,Good,Excellent,6.0,1.53,99.0,72T Aluminum AHM8,142.27709
,1.0,29.0,Urban,31.0,None,False,Electricity,True,True,2022-02-25,Gray,Laura,False,Good,Excellent,Good,Excellent,6.0,2.67,18.0,Wood O2QO Window,138.40271
2.0,,94.0,Rural,63.0,None,False,Oil Heating,False,True,2024-02-07,White,Andreas,False,Poor,Good,Good,Good,6.0,1.58,150.4,Wood LSBK Window,325.62791
2.0,5.0,145.0,Rural,60.0,None,,Oil Heating,True,True,2023-08-22,Gray,Andreas,False,Excellent,Good,Good,Excellent,6.0,2.43,235.2,MXW Wood MW65 Window,498.5805
1.0,2.0,69.0,Rural,28.0,Poor,False,Oil Heating,False,True,2021-08-23,Yellow,Stefan,False,Excellent,Excellent,Good,Good,13.0,3.28,108.8,Steel YDH,381.65751
,,63.0,Rural,26.0,None,False,Electric,True,True,2023-09-18,White,Theresa,False,Good,Good,Good,Excellent,6.0,3.56,38.4,K61H Steel BSEI5L Window,321.85678
,2.0,69.0,Rural,,None,False,Gas,True,False,2023-08-13,White,Natalie,False,Excellent,Poor,Good,Good,6.0,2.0,69.0,9EXF Aluminum WJF,140.90363
,1.0,50.0,,36.0,,False,Oil,True,False,2023-10-17,Gray,Andreas,False,Good,Good,Excellent,Good,18.0,1.8,,Aluminum I0O3P5,138.31909
1.0,1.0,52.0,Urban,32.0,None,,Gas,False,True,2022-08-25,Green,Martin,False,Poor,Poor,Good,Excellent,6.0,1.55,51.0,Aluminum HI6TPK,90.36814
,,29.0,Urban,59.0,None,True,Oil,False,False,2022-01-07,Gray,Stefan,False,Poor,Good,Poor,Good,6.0,1.61,,VCAR Aluminum BPWK094 Window,49.0218
5.0,,132.0,Urban,32.0,None,False,Oil Heating,True,True,2021-02-13,Yellow,Roman,False,Good,Good,Excellent,Good,6.0,1.79,211.2,9YUSLD6 Steel EAD,378.38229
,1.0,106.0,,41.0,Excellent,False,Gas,False,True,2021-07-16,Gray,Natalie,True,Good,Excellent,Excellent,Good,30.0,2.01,,Steel 0JHE Window,473.79742
,1.0,56.0,Suburban,65.0,None,False,Gas,False,False,2022-08-28,Gray,Johanna,False,Poor,Good,Good,Poor,6.0,2.74,56.0,PLP Wood 1H4BRWN,66.09074
1.0,2.0,81.0,Urban,67.0,None,False,Electric,False,False,2020-03-10,Gray,Laura,False,Poor,Good,Excellent,Good,6.0,1.36,49.2,Steel QJZKJYW,165.06985
,,63.0,Suburbann,44.0,,True,Gas,True,True,2021-01-10,Yellow,Laura,False,Good,Excellent,Good,Good,6.0,3.39,,Wood JTXT8 Window,103.06278
,,103.0,Rural,,Good,True,Electric,False,True,2022-02-04,Gray,Johanna,False,Excellent,Excellent,Excellent,Poor,18.0,1.3,61.8,UVTPHWY Aluminum ZIFB0PI,248.15639
2.0,2.0,95.0,Suburbann,47.0,None,False,Electricity,True,False,2021-12-23,White,Laura,False,Excellent,Poor,Good,Poor,6.0,1.54,,Steel OL7,118.3709
1.0,,68.0,Urban,44.0,Excellent,False,Electric,False,False,2022-05-27,White,,False,Poor,Excellent,Excellent,Excellent,30.0,3.4,41.4,ZUU Steel 1YF,235.60505
1.0,2.0,81.0,Urban,47.0,Excellent,False,Gas,False,False,2023-05-02,White,Daniel,False,Good,Good,Excellent,Good,30.0,3.43,,Aluminum KE08JD Window,172.15148
3.0,2.0,134.0,Urban,42.0,Good,False,Electric,True,True,2023-05-23,Gray,,False,Good,Good,Excellent,Good,18.0,2.77,79.2,Steel EZSH8Q2 Window,331.62908
2.0,2.0,101.0,Suburbann,60.0,,,Gas,False,False,2023-01-24,Yellow,,False,Good,Good,Good,Excellent,6.0,3.54,100.0,PD05UFH Aluminum QCWJ,80.65366
2.0,,89.0,Rural,54.0,None,False,Gas,True,True,2020-02-20,Gray,Lukas,False,Poor,Good,Excellent,Excellent,6.0,1.09,88.0,Wood BSK,276.91167
,,44.0,Suburbann,33.0,Excellent,False,Oil Heating,False,False,2021-10-08,Yellow,Roman,False,Excellent,Poor,Excellent,Good,30.0,3.17,,AFM Wood A4QF Window,112.76092
,,37.0,Urban,51.0,Good,True,Electricity,False,False,2022-08-03,White,Natalie,False,Poor,Good,Good,Good,18.0,3.39,22.2,Aluminum IO3T6XH Window,78.4156
,2.0,71.0,Urban,39.0,Good,False,Gas,False,True,2022-06-01,Green,Johanna,False,Good,Good,Poor,Good,18.0,3.17,71.0,Wood 8P8 Window,206.24178
,,106.0,Suburban,36.0,Excellent,False,Electric,False,True,2022-03-13,,Daniel,False,Excellent,Excellent,Good,Good,30.0,1.94,63.0,Wood 5THSZP Window,161.57501
,,23.0,Suburban,46.0,None,False,Oil Heating,False,True,2021-04-09,Yellow,Andreas,False,Good,Poor,Poor,Poor,6.0,3.94,36.8,Aluminum G62 Window,29.12382
,2.0,99.0,Urban,71.0,Good,True,Oil,False,False,2023-02-14,Green,Roman,False,Good,Excellent,Excellent,Good,18.0,3.13,,Wood SWF2 Window,232.88285
1.0,,22.0,,54.0,Good,False,Oil Heating,False,False,2024-02-07,Yellow,Stefan,False,Good,Good,Excellent,Poor,18.0,3.22,,Steel PVT,175.82782
,1.0,69.0,Urban,,None,False,Electric,True,False,2023-02-23,Yellow,Maria,False,Excellent,Excellent,Excellent,Good,6.0,3.62,41.4,ZIRFAN Aluminum 3F12 Window,99.12965
,,106.0,Suburban,,Good,False,Electric,False,False,2022-06-17,Gray,Maria,False,Good,Excellent,Good,Poor,18.0,2.04,,Aluminum Q2WHT0Q,1688.549
2.0,1.0,86.0,Rural,48.0,,False,Gas,False,True,2022-05-17,Yellow,Martin,False,Excellent,Good,Poor,Excellent,6.0,3.13,,LRFXD16 Aluminum 600,196.04302
2.0,,98.0,Rural,37.0,None,False,Gas,True,False,2020-07-12,Gray,Maria,False,Excellent,Excellent,Good,Good,6.0,2.36,97.0,OU85W3 Wood F1HRRX Window,256.66968
,,104.0,Rural,33.0,Good,False,Electricity,False,True,2020-08-15,Gray,Florian,False,Excellent,Good,Good,Good,18.0,2.63,61.8,TIK Aluminum 2CYQ7 Window,235.46423
3.0,1.0,123.0,Suburbann,54.0,Excellent,True,Electric,False,True,2020-05-25,Yellow,Andreas,False,Good,Good,Excellent,Excellent,30.0,3.89,73.2,Wood 907Q4J Window,160.48132
,2.0,76.0,Suburban,68.0,None,False,Gas,False,True,2022-07-21,White,,False,Excellent,Good,Good,Poor,6.0,1.77,,Aluminum UFDYI,75.05498
,1.0,57.0,,,None,False,Gas,False,True,2022-05-17,White,Sabrina,False,Good,Good,Good,Poor,6.0,2.0,,Steel OQTJ,258.54079
2.0,,95.0,Urban,22.0,,True,Oil,True,True,2022-06-22,Gray,,False,Good,Excellent,Excellent,Good,6.0,2.4,152.0,Aluminum U8I5A Window,209.20712
,1.0,84.0,Rural,68.0,Excellent,True,Gas,False,False,2022-12-16,Gray,Florian,False,Poor,Good,Good,Good,30.0,2.49,83.0,Wood COC,282.75244
,,118.0,Suburbann,71.0,None,False,Oil Heating,False,True,2021-12-23,Green,Theresa,False,Good,Excellent,Good,Excellent,6.0,3.08,188.8,Steel 3IFPE3,188.06445
,1.0,101.0,Rural,,Poor,False,Oil,True,True,2022-03-16,Yellow,Denis,False,Excellent,Good,Good,Poor,13.0,4.69,,Aluminum 6BORZN Window,272.5281
1.0,3.0,125.0,Suburban,55.0,Good,True,Oil,False,True,2021-12-11,Green,Lukas,False,Excellent,Good,Excellent,Good,18.0,1.74,198.4,Aluminum RA6H8,160.81482
,,125.0,Urban,47.0,,False,Oil,True,True,2024-03-18,Gray,,False,Good,Poor,Good,Good,6.0,1.57,,Wood IH54P Window,293.22569
,1.0,128.0,Urban,19.0,Excellent,False,Gas,False,True,2022-04-11,Yellow,Andreas,False,Excellent,Excellent,Poor,Good,30.0,2.45,127.0,L68MQD Aluminum L8SV80 Window,258.02001
1.0,,83.0,,33.0,None,False,Gas,True,True,2022-10-03,Yellow,Sabrina,False,Poor,Excellent,Good,Poor,6.0,2.57,,Steel OS8 Window,145.73291
3.0,3.0,106.0,Urban,27.0,Good,False,Oil,False,True,2023-09-16,White,Roman,False,Excellent,Excellent,Excellent,Good,18.0,3.01,169.6,Steel YH8YLEK,381.74564
,,44.0,Urban,28.0,None,,Electricity,False,True,2021-05-20,White,Florian,False,Good,Good,Excellent,Excellent,6.0,3.54,,KJ5NS Aluminum ZJRFDQ,88.32336
2.0,2.0,61.0,Suburban,31.0,None,False,Gas,False,False,2023-09-08,Gray,Denis,False,Poor,Excellent,Good,Excellent,6.0,1.4,61.0,VRG9IPA Steel VLRL,116.27013
,,107.0,Urban,18.0,Poor,False,Gas,False,False,2022-07-28,Gray,Andreas,False,Poor,Good,Good,Good,13.0,2.0,,WUK4CBU Aluminum 9HOL Window,161.89041
,1.0,46.0,Suburbann,48.0,None,False,Electric,False,True,2023-12-19,Green,Stefan,False,Poor,Poor,Good,Good,6.0,2.67,26.4,YJPNP Wood HOY5N0S Window,70.47408
,1.0,79.0,,55.0,Good,,Oil,False,True,2020-05-18,Yellow,Sabrina,False,Excellent,Poor,Excellent,Good,18.0,1.54,129.6,Wood 19B7,140.85076
,,94.0,Suburban,65.0,Excellent,,Electric,False,False,2020-03-21,Yellow,Florian,False,Poor,Excellent,Good,Excellent,30.0,3.18,56.4,8W2V Aluminum K71F Window,88.11976
1.0,1.0,78.0,Rural,46.0,None,False,Oil,False,False,2022-05-30,Yellow,Maria,False,Good,Good,Excellent,Good,6.0,1.8,,XDC6K Aluminum TY1BZLH,180.47539
1.0,,52.0,Urban,68.0,None,True,Oil,True,True,2022-08-16,Gray,Roman,False,Good,Good,Good,Excellent,6.0,1.13,81.6,Wood LVU7Y,171.82423
,,147.0,Suburban,69.0,None,False,Gas,True,False,2021-11-16,Yellow,Natalie,False,Good,Excellent,Excellent,Excellent,6.0,1.43,146.0,UJ8 Wood POCF,139.65865
2.0,,106.0,Suburban,20.0,None,False,Electricity,True,True,2020-01-25,Gray,Sabrina,False,Poor,Good,Poor,Excellent,6.0,1.85,63.6,Wood L393 Window,115.69551
1.0,1.0,58.0,,42.0,None,True,Oil,False,False,2023-01-24,Green,,False,Poor,Excellent,Good,Excellent,6.0,2.46,,4ET Steel M2888O Window,268.14479
,,105.0,Rural,24.0,None,False,Gas,False,False,2020-01-15,Green,Denis,False,Excellent,Good,Good,Poor,6.0,1.82,,JP3 Steel CV8SD Window,305.33791
,,115.0,,30.0,,False,Electric,False,True,2022-06-01,White,Stefan,False,Poor,Good,Good,Poor,30.0,3.19,,Steel 3B2IN Window,181.01721
3.0,2.0,113.0,Urban,53.0,None,False,Gas,False,False,2023-04-17,Green,Sandra,False,Excellent,Good,Poor,Poor,6.0,2.46,,AS4QD Wood EL9463,188.58824
1.0,,54.0,Urban,43.0,None,False,Gas,True,True,2023-06-30,Green,Roman,False,Excellent,Excellent,Good,Poor,6.0,2.18,,EELUC6 Steel 819 Window,223.33836
1.0,1.0,36.0,Rural,,None,True,Electric,False,True,2020-06-06,Yellow,Natalie,False,Poor,Good,Good,Excellent,6.0,3.54,21.0,0TCMLN Steel LNE32V,211.7966
1.0,1.0,42.0,Rural,,None,,Electricity,False,True,2023-04-05,Gray,Johanna,False,Poor,Poor,Excellent,Excellent,6.0,1.6,,7S47 Steel 1TA Window,230.38905
1.0,,21.0,Suburbann,57.0,Good,False,Oil,True,False,2022-09-05,Yellow,Sandra,False,Good,Good,Good,Poor,18.0,2.45,35.2,Aluminum RJ4YMT Window,51.61983
,,50.0,Suburban,46.0,None,False,Oil Heating,False,False,2021-10-20,Green,Martin,False,Poor,Good,Good,Excellent,6.0,1.62,78.4,Aluminum 76LUP5 Window,52.29736
,1.0,25.0,Suburban,45.0,,False,Gas,True,True,2022-03-13,Yellow,Johanna,False,Good,Excellent,Poor,Good,18.0,2.5,,Wood 1KR Window,94.25836
5.0,2.0,130.0,,49.0,,False,Gas,False,True,2020-05-06,White,Maria,False,Poor,Good,Poor,Good,18.0,2.83,,DFB Steel YH4A47F Window,313.71622
2.0,2.0,80.0,Urban,60.0,,False,Electricity,False,True,2020-08-28,Gray,Andreas,False,Excellent,Good,Good,Good,6.0,2.9,,I9RDO Aluminum AX01 Window,112.0061
2.0,,66.0,Rural,35.0,None,False,Oil Heating,False,True,2022-10-23,Yellow,Natalie,False,Excellent,Good,Poor,Excellent,6.0,3.24,104.0,Steel 5ZFFW,355.45707
,,69.0,Rural,61.0,Good,False,Gas,True,False,2022-06-18,Gray,,False,Poor,Good,Good,Good,18.0,1.36,69.0,NVPV Aluminum E0CD,178.23773
,1.0,90.0,Suburbann,44.0,Excellent,False,Electricity,False,False,2020-11-29,Gray,Laura,False,Good,Good,Good,Good,30.0,2.37,,GUC7Y3S Wood MCKD5U Window,115.45939
1.0,1.0,39.0,Urban,71.0,,False,Electricity,True,True,2020-09-08,Yellow,Natalie,False,Good,Good,Good,Good,6.0,4.0,,Aluminum VBDKQ8W Window,1418.6308
2.0,,97.0,Rural,,None,False,Gas,False,True,2020-06-08,Yellow,Maria,False,Good,Excellent,Poor,Poor,6.0,3.29,,CLKFBE Steel DQ5,324.18286
2.0,,88.0,,,Good,False,Gas,False,False,2022-04-29,Yellow,Florian,False,Good,Excellent,Excellent,Good,18.0,4.1,86.0,T7T Wood 7M3,259.4694
,,67.0,Suburbann,45.0,Poor,False,Gas,True,True,2020-08-07,Gray,Johanna,False,Excellent,Good,Excellent,Good,13.0,1.14,,G0Z0D Wood 1V4FZVQ,116.21858
,1.0,27.0,Urban,22.0,None,False,Gas,False,True,2021-02-11,Gray,Denis,False,Excellent,Poor,Good,Good,6.0,3.09,28.0,Wood 3NI Window,119.5363
2.0,1.0,91.0,Suburbann,14.0,None,False,Electric,False,True,2022-10-23,White,Florian,False,Good,Good,Excellent,Good,6.0,3.72,54.6,Wood V9XI8 Window,113.40347
,1.0,43.0,Rural,43.0,None,True,Oil,False,True,2021-06-09,Gray,Roman,False,Good,Good,Good,Excellent,6.0,1.64,67.2,Aluminum THQMMU3,139.39768
1.0,1.0,34.0,Urban,21.0,Excellent,False,Electric,True,True,2023-03-02,Green,Lukas,False,Excellent,Good,Good,Excellent,30.0,1.87,19.8,A0U Aluminum SSQWM,162.8771
1.0,,32.0,Rural,17.0,None,False,Electricity,False,True,2022-12-04,Yellow,,False,Good,Excellent,Poor,Poor,6.0,3.0,,Steel RIH,239.95638
,1.0,32.0,Suburban,41.0,,False,Oil Heating,True,False,2020-08-21,White,Denis,False,Good,Excellent,Good,Good,18.0,3.78,54.4,6347 Aluminum B0FNXU Window,65.19195
,2.0,100.0,Urban,29.0,,False,Oil Heating,True,True,2024-03-09,Gray,Florian,False,Good,Good,Excellent,Excellent,6.0,1.48,,UPIO6F Wood R4XA40 Window,277.66786
1.0,1.0,26.0,Suburban,62.0,None,False,Oil,False,False,2020-11-24,Green,Theresa,False,Excellent,Good,Good,Excellent,6.0,3.35,,XGBZP Wood SBUQJWJ,62.52629
1.0,,71.0,Rural,,None,False,Electricity,True,False,2023-09-12,White,Martin,False,Poor,Good,Good,Excellent,6.0,3.22,42.0,Steel RXMS Window,246.098
1.0,1.0,57.0,Rural,45.0,None,False,Oil Heating,False,False,2023-01-24,Green,Lukas,False,Good,Excellent,Good,Good,6.0,2.43,,Wood DA24XN Window,210.01202
1.0,2.0,82.0,Urban,54.0,None,False,Oil Heating,True,False,2020-08-04,Yellow,Florian,False,Poor,Good,Good,Excellent,6.0,1.38,131.2,YZBQ Wood Q4HO Window,175.29105
